Year,Journal_Name,DOI
2020,ADVANCED OPTICAL MATERIALS,10.1002/adom.201901360
2017,INTERNATIONAL FORUM OF ALLERGY & RHINOLOGY,10.1002/alr.21986
2017,ANATOMICAL SCIENCES EDUCATION,10.1002/ase.1696
2008,COMPUTER APPLICATIONS IN ENGINEERING EDUCATION,10.1002/cae.20145
2018,COMPUTER APPLICATIONS IN ENGINEERING EDUCATION,10.1002/cae.21915
2016,COMPUTER ANIMATION AND VIRTUAL WORLDS,10.1002/cav.1633
2017,COMPUTER ANIMATION AND VIRTUAL WORLDS,10.1002/cav.1727
2018,COMPUTER ANIMATION AND VIRTUAL WORLDS,10.1002/cav.1805
2018,COMPUTER ANIMATION AND VIRTUAL WORLDS,10.1002/cav.1812
2018,COMPUTER ANIMATION AND VIRTUAL WORLDS,10.1002/cav.1830
2018,COMPUTER ANIMATION AND VIRTUAL WORLDS,10.1002/cav.1838
2019,COMPUTER ANIMATION AND VIRTUAL WORLDS,10.1002/cav.1873
2019,COMPUTER ANIMATION AND VIRTUAL WORLDS,10.1002/cav.1880
2019,COMPUTER ANIMATION AND VIRTUAL WORLDS,10.1002/cav.1882
2020,COMPUTER ANIMATION AND VIRTUAL WORLDS,10.1002/cav.1920
2010,COMPUTER ANIMATION AND VIRTUAL WORLDS,10.1002/cav.324
2020,COLOR RESEARCH AND APPLICATION,10.1002/col.22509
2006,ELECTRONICS AND COMMUNICATIONS IN JAPAN PART II-ELECTRONICS,10.1002/ecjb.20304
2017,EUROPEAN JOURNAL OF PAIN,10.1002/ejp.910
2015,HUMAN FACTORS AND ERGONOMICS IN MANUFACTURING & SERVICE INDUSTRIES,10.1002/hfm.20566
2015,Human Factors & Ergonomics in Manufacturing & Service Industries,10.1002/hfm.20566
2014,JOURNAL OF THE SOCIETY FOR INFORMATION DISPLAY,10.1002/jsid.269
2018,JOURNAL OF THE SOCIETY FOR INFORMATION DISPLAY,10.1002/jsid.638
2018,JOURNAL OF THE SOCIETY FOR INFORMATION DISPLAY,10.1002/jsid.658
2018,JOURNAL OF THE SOCIETY FOR INFORMATION DISPLAY,10.1002/jsid.708
2018,JOURNAL OF THE SOCIETY FOR INFORMATION DISPLAY,10.1002/jsid.734
2019,JOURNAL OF THE SOCIETY FOR INFORMATION DISPLAY,10.1002/jsid.747
2019,JOURNAL OF THE SOCIETY FOR INFORMATION DISPLAY,10.1002/jsid.750
2019,JOURNAL OF THE SOCIETY FOR INFORMATION DISPLAY,10.1002/jsid.765
2020,JOURNAL OF THE SOCIETY FOR INFORMATION DISPLAY,10.1002/jsid.840
2020,PM&R,10.1002/pmrj.12206
2001,INTERNATIONAL JOURNAL OF HUMAN-COMPUTER STUDIES,10.1006/ijhc.2001.0475
2019,3D RECORDING AND INTERPRETATION FOR MARITIME ARCHAEOLOGY,10.1007/978-3-030-03635-5_13
2016,CURATING THE DIGITAL: SPACE FOR ART AND INTERACTION,10.1007/978-3-319-28722-5_10
1995,JOURNAL OF VLSI SIGNAL PROCESSING,10.1007/BF02407087
2017,ADVANCES IN APPLIED CLIFFORD ALGEBRAS,10.1007/s00006-016-0689-3
2018,PURE AND APPLIED GEOPHYSICS,10.1007/s00024-017-1755-z
2017,CHIRURG,10.1007/s00104-017-0465-5
2020,CHIRURG,10.1007/s00104-020-01188-6
2019,INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY,10.1007/s00170-018-03237-1
2008,EXPERIMENTAL BRAIN RESEARCH,10.1007/s00221-007-1134-6
2012,EXPERIMENTAL BRAIN RESEARCH,10.1007/s00221-012-3048-1
2013,EXPERIMENTAL BRAIN RESEARCH,10.1007/s00221-012-3352-9
2017,EXPERIMENTAL BRAIN RESEARCH,10.1007/s00221-016-4846-7
2017,EXPERIMENTAL BRAIN RESEARCH,10.1007/s00221-017-4929-0
2001,WORLD JOURNAL OF SURGERY,10.1007/s00268-001-0127-z
2018,VISUAL COMPUTER,10.1007/s00371-018-1501-2
2019,JOURNAL OF NEUROLOGY,10.1007/s00415-019-09370-5
2020,BULLETIN OF VOLCANOLOGY,10.1007/s00445-020-01376-6
2016,SURGICAL ENDOSCOPY AND OTHER INTERVENTIONAL TECHNIQUES,10.1007/s00464-015-4278-7
2017,SURGICAL ENDOSCOPY AND OTHER INTERVENTIONAL TECHNIQUES,10.1007/s00464-016-5379-7
2017,SURGICAL ENDOSCOPY AND OTHER INTERVENTIONAL TECHNIQUES,10.1007/s00464-017-5500-6
2020,SURGICAL ENDOSCOPY AND OTHER INTERVENTIONAL TECHNIQUES,10.1007/s00464-019-06862-3
2020,SURGICAL ENDOSCOPY AND OTHER INTERVENTIONAL TECHNIQUES,10.1007/s00464-019-06887-8
2016,EUROPEAN SPINE JOURNAL,10.1007/s00586-016-4388-5
2012,JOURNAL OF NEURAL TRANSMISSION,10.1007/s00702-011-0757-8
2020,PERSONAL AND UBIQUITOUS COMPUTING,10.1007/s00779-020-01373-8
2019,ARTIFICIAL LIFE AND ROBOTICS,10.1007/s10015-019-00536-y
2013,VIRTUAL REALITY,10.1007/s10055-012-0216-3
2014,VIRTUAL REALITY,10.1007/s10055-014-0248-y
2014,VIRTUAL REALITY,10.1007/s10055-014-0249-x
2015,VIRTUAL REALITY,10.1007/s10055-015-0260-x
2015,VIRTUAL REALITY,10.1007/s10055-015-0270-8
2016,VIRTUAL REALITY,10.1007/s10055-016-0287-7
2016,VIRTUAL REALITY,10.1007/s10055-016-0288-6
2016,VIRTUAL REALITY,10.1007/s10055-016-0292-x
2016,VIRTUAL REALITY,10.1007/s10055-016-0295-7
2017,VIRTUAL REALITY,10.1007/s10055-016-0296-6
2018,VIRTUAL REALITY,10.1007/s10055-017-0313-4
2018,VIRTUAL REALITY,10.1007/s10055-017-0316-1
2018,VIRTUAL REALITY,10.1007/s10055-017-0329-9
2019,VIRTUAL REALITY,10.1007/s10055-018-0345-4
2019,VIRTUAL REALITY,10.1007/s10055-018-0346-3
2019,VIRTUAL REALITY,10.1007/s10055-018-0348-1
2019,VIRTUAL REALITY,10.1007/s10055-018-0364-1
2019,VIRTUAL REALITY,10.1007/s10055-018-0370-3
2019,VIRTUAL REALITY,10.1007/s10055-018-0371-2
2019,VIRTUAL REALITY,10.1007/s10055-018-0374-z
2019,VIRTUAL REALITY,10.1007/s10055-018-0376-x
2020,VIRTUAL REALITY,10.1007/s10055-019-00389-7
2020,VIRTUAL REALITY,10.1007/s10055-019-00401-0
2019,VIRTUAL REALITY,10.1007/s10055-019-00407-8
2019,VIRTUAL REALITY,10.1007/s10055-019-00409-6
2020,VIRTUAL REALITY,10.1007/s10055-019-00411-y
2019,VIRTUAL REALITY,10.1007/s10055-019-00412-x
2020,VIRTUAL REALITY,10.1007/s10055-020-00432-y
2020,VIRTUAL REALITY,10.1007/s10055-020-00433-x
2020,VIRTUAL REALITY,10.1007/s10055-020-00440-y
2020,VIRTUAL REALITY,10.1007/s10055-020-00449-3
2019,UNIVERSAL ACCESS IN THE INFORMATION SOCIETY,10.1007/s10209-017-0581-5
2019,COGNITIVE PROCESSING,10.1007/s10339-019-00903-4
2004,JAPANESE JOURNAL OF OPHTHALMOLOGY,10.1007/s10384-003-0001-7
2020,EDUCATION AND INFORMATION TECHNOLOGIES,10.1007/s10639-019-10050-0
2020,EDUCATION AND INFORMATION TECHNOLOGIES,10.1007/s10639-020-10119-1
2016,JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS,10.1007/s10803-016-2830-5
2018,JOURNAL OF COMPUTER-AIDED MOLECULAR DESIGN,10.1007/s10822-018-0123-0
2020,JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,10.1007/s10846-019-01054-6
2016,JOURNAL OF MEDICAL SYSTEMS,10.1007/s10916-016-0475-8
2020,JOURNAL OF MEDICAL SYSTEMS,10.1007/s10916-020-01550-5
2019,JOURNAL OF SCIENCE EDUCATION AND TECHNOLOGY,10.1007/s10956-019-09781-z
2018,MOBILE NETWORKS & APPLICATIONS,10.1007/s11036-017-0834-9
2009,MULTIMEDIA TOOLS AND APPLICATIONS,10.1007/s11042-008-0223-2
2016,MULTIMEDIA TOOLS AND APPLICATIONS,10.1007/s11042-016-3520-1
2018,MULTIMEDIA TOOLS AND APPLICATIONS,10.1007/s11042-017-5328-z
2018,MULTIMEDIA TOOLS AND APPLICATIONS,10.1007/s11042-018-5730-1
2019,MULTIMEDIA TOOLS AND APPLICATIONS,10.1007/s11042-018-6403-9
2020,MULTIMEDIA TOOLS AND APPLICATIONS,10.1007/s11042-019-08220-w
2020,MULTIMEDIA TOOLS AND APPLICATIONS,10.1007/s11042-019-08390-7
2020,MULTIMEDIA TOOLS AND APPLICATIONS,10.1007/s11042-019-7331-z
2020,MULTIMEDIA TOOLS AND APPLICATIONS,10.1007/s11042-020-09026-x
2020,JOURNAL OF SUPERCOMPUTING,10.1007/s11227-018-2615-z
2018,WIRELESS PERSONAL COMMUNICATIONS,10.1007/s11277-017-4954-0
2019,WIRELESS PERSONAL COMMUNICATIONS,10.1007/s11277-018-5382-5
2020,MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING,10.1007/s11517-019-02070-2
2020,Medical & Biological Engineering & Computing,10.1007/s11517-019-02070-2
2016,TECHTRENDS,10.1007/s11528-016-0085-9
2018,INTERNATIONAL JOURNAL OF COMPUTER ASSISTED RADIOLOGY AND SURGERY,10.1007/s11548-017-1686-2
2019,INTERNATIONAL JOURNAL OF COMPUTER ASSISTED RADIOLOGY AND SURGERY,10.1007/s11548-018-1814-7
2019,INTERNATIONAL JOURNAL OF COMPUTER ASSISTED RADIOLOGY AND SURGERY,10.1007/s11548-019-01992-4
2020,INTERNATIONAL JOURNAL OF COMPUTER ASSISTED RADIOLOGY AND SURGERY,10.1007/s11548-020-02126-x
2007,JOURNAL OF REAL-TIME IMAGE PROCESSING,10.1007/s11554-007-0043-z
2010,JOURNAL OF REAL-TIME IMAGE PROCESSING,10.1007/s11554-009-0141-1
2018,INTERNATIONAL JOURNAL OF INTERACTIVE DESIGN AND MANUFACTURING - IJIDEM,10.1007/s12008-017-0377-0
2019,EVOLUTIONARY INTELLIGENCE,10.1007/s12065-019-00314-6
2017,JOURNAL ON MULTIMODAL USER INTERFACES,10.1007/s12193-016-0236-5
2020,INDIAN JOURNAL OF SURGERY,10.1007/s12262-020-02131-z
2020,INTERNATIONAL JOURNAL OF CONTROL AUTOMATION AND SYSTEMS,10.1007/s12555-018-0882-3
2016,ASIA-PACIFIC EDUCATION RESEARCHER,10.1007/s40299-016-0293-2
2019,PFG-JOURNAL OF PHOTOGRAMMETRY REMOTE SENSING AND GEOINFORMATION SCIENCE,10.1007/s41064-019-00065-0
2020,PFG-JOURNAL OF PHOTOGRAMMETRY REMOTE SENSING AND GEOINFORMATION SCIENCE,10.1007/s41064-020-00091-3
2020,PFG-JOURNAL OF PHOTOGRAMMETRY REMOTE SENSING AND GEOINFORMATION SCIENCE,10.1007/s41064-020-00106-z
1995,COMPUTERS IN BIOLOGY AND MEDICINE,10.1016/0010-4825(94)00007-D
2017,COGNITIVE DEVELOPMENT IN DIGITAL CONTEXTS,10.1016/B978-0-12-809481-5.00009-2
2018,ACCIDENT ANALYSIS AND PREVENTION,10.1016/j.aap.2018.06.003
2018,Accident Analysis & Prevention,10.1016/j.aap.2018.06.003
2020,ACCIDENT ANALYSIS AND PREVENTION,10.1016/j.aap.2019.105356
2020,Accident Analysis & Prevention,10.1016/j.aap.2019.105356
2008,ACTA ASTRONAUTICA,10.1016/j.actaastro.2007.11.001
2011,ACTA PSYCHOLOGICA,10.1016/j.actpsy.2011.05.015
2018,ACTA PSYCHOLOGICA,10.1016/j.actpsy.2018.09.009
2019,ACTA PSYCHOLOGICA,10.1016/j.actpsy.2018.12.005
2020,ACTA PSYCHOLOGICA,10.1016/j.actpsy.2019.102987
2020,AMERICAN JOURNAL OF OPHTHALMOLOGY,10.1016/j.ajo.2019.10.006
2019,APPLIED ACOUSTICS,10.1016/j.apacoust.2018.12.037
2017,APPLIED ERGONOMICS,10.1016/j.apergo.2016.05.003
2017,APPLIED ERGONOMICS,10.1016/j.apergo.2016.06.014
2017,APPLIED ERGONOMICS,10.1016/j.apergo.2017.03.007
2018,APPLIED ERGONOMICS,10.1016/j.apergo.2018.03.015
2019,APPLIED ERGONOMICS,10.1016/j.apergo.2018.08.012
2019,APPLIED ERGONOMICS,10.1016/j.apergo.2019.04.001
2020,APPLIED ERGONOMICS,10.1016/j.apergo.2019.103010
2009,ARCHIVES OF PHYSICAL MEDICINE AND REHABILITATION,10.1016/j.apmr.2008.10.030
2019,JOURNAL OF APPLIED DEVELOPMENTAL PSYCHOLOGY,10.1016/j.appdev.2019.101052
2019,ARCHIVES OF GERONTOLOGY AND GERIATRICS,10.1016/j.archger.2019.05.008
2020,ARCHIVES OF GERONTOLOGY AND GERIATRICS,10.1016/j.archger.2019.104004
2005,AUTOMATION IN CONSTRUCTION,10.1016/j.autcon.2004.08.001
2018,AUTOMATION IN CONSTRUCTION,10.1016/j.autcon.2017.10.009
2019,AUTOMATION IN CONSTRUCTION,10.1016/j.autcon.2019.102884
2017,AUTONOMIC NEUROSCIENCE-BASIC & CLINICAL,10.1016/j.autneu.2016.12.004
2003,BIOMEDICINE & PHARMACOTHERAPY,10.1016/j.biopha.2003.08.010
2018,BRITISH JOURNAL OF ORAL & MAXILLOFACIAL SURGERY,10.1016/j.bjoms.2018.04.002
2019,BUILDING AND ENVIRONMENT,10.1016/j.buildenv.2018.11.004
2019,BUILDING AND ENVIRONMENT,10.1016/j.buildenv.2018.12.054
2019,BUILDING AND ENVIRONMENT,10.1016/j.buildenv.2019.106278
2019,BUILDING AND ENVIRONMENT,10.1016/j.buildenv.2019.106285
2020,BUILDING AND ENVIRONMENT,10.1016/j.buildenv.2019.106423
2020,BUILDING AND ENVIRONMENT,10.1016/j.buildenv.2019.106544
2009,BURNS,10.1016/j.burns.2009.01.013
2015,COMPUTERS & GRAPHICS-UK,10.1016/j.cag.2015.02.007
2018,COMPUTERS & GRAPHICS-UK,10.1016/j.cag.2017.11.007
2018,COMPUTERS & GRAPHICS-UK,10.1016/j.cag.2018.07.007
2018,COMPUTERS & GRAPHICS-UK,10.1016/j.cag.2018.10.006
2019,COMPUTERS & GRAPHICS-UK,10.1016/j.cag.2019.03.018
2019,COMPUTERS & GRAPHICS-UK,10.1016/j.cag.2019.09.005
2020,COMPUTERS & GRAPHICS-UK,10.1016/j.cag.2020.03.006
2011,COMPUTERS IN HUMAN BEHAVIOR,10.1016/j.chb.2011.06.006
2015,COMPUTERS IN HUMAN BEHAVIOR,10.1016/j.chb.2015.01.065
2018,COMPUTERS IN HUMAN BEHAVIOR,10.1016/j.chb.2017.11.033
2018,COMPUTERS IN HUMAN BEHAVIOR,10.1016/j.chb.2018.04.036
2019,COMPUTERS IN HUMAN BEHAVIOR,10.1016/j.chb.2018.12.018
2020,COMPUTERS IN HUMAN BEHAVIOR,10.1016/j.chb.2020.106295
2020,Computers & Industrial Engineering,10.1016/j.cie.2018.11.060
2012,CIRP ANNALS-MANUFACTURING TECHNOLOGY,10.1016/j.cirp.2012.05.010
2016,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,10.1016/j.cmpb.2016.07.026
2017,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,10.1016/j.cmpb.2017.08.008
2019,COGNITION,10.1016/j.cognition.2019.03.003
2010,COMPUTERS & EDUCATION,10.1016/j.compedu.2010.06.005
2019,COMPUTERS & EDUCATION,10.1016/j.compedu.2018.09.015
